Transcript level ProbeID,SYMBOL,logFC,AveExpr,t,P.Value,adj.P.Val,B
TC17000819.hg.1, SOX9 ,-2.624728431,7.0088119672843,-6.387253295,7.1252019616656e-05,0.012573169968862,2.05756006180832
TC08001365.hg.1, FABP4 ,2.61731891170218,2.69061597648447,2.7037486520474,0.0217236257508659,0.172621437614458,-3.522607481
TC0X000943.hg.1, DMD ,2.61298282006661,4.56569920466903,3.80248178548409,0.00332175900164656,0.0676181332790727,-1.694391656
TC12000624.hg.1, LGR5 ,-2.60131171,5.75050007565258,-4.389159891,0.00128027669512291,0.0429345921776082,-0.756251855
TC10000890.hg.1, DMBT1 ,-2.595065592,7.42354154238008,-2.680517355,0.0226170173652518,0.17641131404564,-3.561179856
TC10001497.hg.1, ANKRD22 ,-2.584525865,4.76815467395593,-5.416389061,0.000270326679607113,0.0209398020756519,0.768445396262772
TC12001276.hg.1, MGP ,2.57159677678134,5.89527336007576,4.69711214188677,0.000790652416281722,0.0339374195699549,-0.282304116
TC12000424.hg.1, KRT18 ,-2.558612186,8.81348906829911,-4.718902156,0.000764529284750147,0.0332000608056863,-0.249297668
TC21000077.hg.1, JAM2 ,2.54578157788536,5.48079674845961,6.60846813080051,5.35188469552466e-05,0.0110612894504743,2.33092863471238
TC09001184.hg.1, PGM5-AS1 ,2.53695244925789,5.10977125292027,2.84549424488783,0.0169882285883746,0.151365867939096,-3.286418028
TC09001045.hg.1, CCL21 ,2.53462335920634,6.64625744458899,3.69108913659991,0.00399999702928262,0.0733658752915729,-1.876938463
TC08001407.hg.1, LOC100127983 ,2.53256141438509,3.93280087270027,3.35042854503637,0.00711690666356491,0.0976280117943179,-2.441516576
TC07000722.hg.1, MET ,-2.498682242,6.20234474745618,-8.507391827,5.81698359860174e-06,0.00528952798965859,4.39528389545482
TC6_apd_hap1000092.hg.1, TNXB ,2.49833502267546,5.96846180392573,6.09434968825511,0.000105108549457717,0.0151685311644546,1.68414547836245
TC10001439.hg.1, KCNMA1 ,2.49527464831869,5.10916890120417,4.00562989917369,0.0023759410990348,0.0577610424914665,-1.364805949
TC01001423.hg.1, DDR2 ,2.48368033801068,6.43787389709355,4.25567663396143,0.00158416913218133,0.0481553274607,-0.965864353
TC14001029.hg.1, CFL2 ,2.47905731230059,5.81045703911485,3.49844032392694,0.00553317629507876,0.0858786719774646,-2.195214643
TC16001335.hg.1, SLC7A5 ,-2.478460409,7.30212525694912,-12.98609778,1.07721309432126e-07,0.000844092211675757,7.73996833831099
TC01000823.hg.1, CLCA4 ,2.47672659862468,4.40225137245513,1.86880735978567,0.0904645620357448,0.366341217826404,-4.851348795
TC21000049.hg.1, CXADR ,-2.473280222,6.91064285962392,-3.403593662,0.00650022839546796,0.0931435414862644,-2.352900113
TC07000713.hg.1, FOXP2 ,2.43692900753112,4.84699045378155,3.30930206047393,0.00763501921293447,0.101002524845953,-2.510161807
TC12000182.hg.1, MIR614 ,-2.434094195,8.12533351606578,-3.391010875,0.00664102776275519,0.0940788366218854,-2.373859788
TC03000401.hg.1, ADAMTS9-AS1 ,2.41874243507758,3.63104346178216,2.5471379915149,0.0285006620168094,0.200394036631251,-3.781612611
TC16000223.hg.1, ACSM3 ,-2.41775429,5.20877057104109,-4.560947669,0.000976848322929108,0.0375500036436344,-0.490162149
TC05000500.hg.1, OTTHUMG00000162778 ,-2.402812717,4.62197919932146,-11.9627725,2.38158870380499e-07,0.00136560724727364,7.12223096521612
TC07001182.hg.1, MACC1 ,-2.402045173,4.77864604828792,-7.153251479,2.71494349602774e-05,0.00827529750914531,2.97341015062916
TC16000461.hg.1, GNAO1 ,2.39593027866738,5.9260747286082,3.70230911488907,0.00392558893526602,0.0728954222483483,-1.858498187
